photo_id,airline,aircraft_model,aircraft_variant,aircraft_family,aircraft_manufacturer,registration,msn,location,date,photographer,image_filename,caption
8073503,KLM - Royal Dutch Airlines,Boeing 737-8K2,Boeing 737-800/Boeing 737 MAX 8 (B738/B38M),Boeing 737,Boeing,PH-BGC,30361,London - Heathrow (LHR / EGLL),"May 21, 2023",john m,8073503.jpg,
8053427,KLM - Royal Dutch Airlines,Boeing 737-8K2,Boeing 737-800/Boeing 737 MAX 8 (B738/B38M),Boeing 737,Boeing,PH-BCD,42149,Berlin Brandenburg - Willy Brandt (BER / EDDB),"March 7, 2026",Patrick Schwarzschulz,8053427.jpg,
8020257,KLM - Royal Dutch Airlines,Boeing 737-800,Boeing 737-800/Boeing 737 MAX 8 (B738/B38M),Boeing 737,Boeing,PH-BCK,62580,Barcelona (- El Prat) (BCN / LEBL),"December 7, 2025",Javier Gonzalez - Iberian Spotters,8020257.jpg,
8079917,KLM - Royal Dutch Airlines,Boeing 737-8K2,Boeing 737-800/Boeing 737 MAX 8 (B738/B38M),Boeing 737,Boeing,PH-BXM,30355,Barcelona (- El Prat) (BCN / LEBL),"April 9, 2009",Javier Gonzalez - Iberian Spotters,8079917.jpg,
8077359,KLM - Royal Dutch Airlines,Boeing 747-406M,Boeing 747-400 (B744),Boeing 747,Boeing,PH-BFH,24518,Los Angeles - International (LAX / KLAX),"November 12, 2018",Szabo Gabor,8077359.jpg,
8094627,KLM - Royal Dutch Airlines,Boeing 747-406F/ER/SCD,Boeing 747-400 (B744),Boeing 747,Boeing,PH-CKB,33695,Seoul - Incheon International (ICN / RKSI),"May 10, 2026",sseca - Korea Aero Photos,8094627.jpg,
8100317,KLM - Royal Dutch Airlines,Boeing 747-406F/ER/SCD,Boeing 747-400 (B744),Boeing 747,Boeing,PH-CKC,33696,Amsterdam - Schiphol (AMS / EHAM),"May 7, 2026",Joost Alexander,8100317.jpg,Martinair flight MP6141 to Miami climbing out from runway 36C.
8032583,KLM - Royal Dutch Airlines,Boeing 747-406M,Boeing 747-400 (B744),Boeing 747,Boeing,PH-BFU,28196,Singapore - Changi (SIN / WSSS),,Andrew Hunt,8032583.jpg,
8096481,KLM - Royal Dutch Airlines,Boeing 747-406,Boeing 747-400 (B744),Boeing 747,Boeing,PH-BFB,24000,Tokyo - Narita International (New Tokyo) (NRT / RJAA),February 1999,Andrew Hunt,8096481.jpg,
8044081,KLM - Royal Dutch Airlines,Boeing 747-406M,Boeing 747-400 (B744),Boeing 747,Boeing,PH-BFR,27202,Amsterdam - Schiphol (AMS / EHAM),"September 8, 2012",Imperial Aviation Photography,8044081.jpg,On-tow to stand. Named 'Rio de Janeiro'.
8016243,KLM - Royal Dutch Airlines,Boeing 747-406M,Boeing 747-400 (B744),Boeing 747,Boeing,PH-BFP,26374,Amsterdam - Schiphol (AMS / EHAM),"August 8, 2016",Peter Kesternich,8016243.jpg,
8083633,KLM - Royal Dutch Airlines,Boeing 747-406M,Boeing 747-400 (B744),Boeing 747,Boeing,PH-BFY,30455,Amsterdam - Schiphol (AMS / EHAM),"April 26, 2011",Patrick Schwarzschulz,8083633.jpg,
8062699,KLM - Royal Dutch Airlines,Boeing 747-406,Boeing 747-400 (B744),Boeing 747,Boeing,PH-BFG,24517,Singapore - Changi (SIN / WSSS),,Andrew Hunt,8062699.jpg,
8042687,KLM - Royal Dutch Airlines,Boeing 777-206/ER,Boeing 777-200/-200ER/-200LR/F (B772/B77L),Boeing 777,Boeing,PH-BQD,33713,Cartagena de Indias - Rafael Nunez (CTG / SKCG),"September 13, 2023",Chema Gomez,8042687.jpg,"On our way to board ""Darjeeling Railway"" that replaced the usual 789 on the Colombian KLM rotation."
8070167,KLM - Royal Dutch Airlines,Boeing 777-206/ER,Boeing 777-200/-200ER/-200LR/F (B772/B77L),Boeing 777,Boeing,PH-BQH,32705,Amsterdam - Schiphol (AMS / EHAM),"August 19, 2025",Akemaru,8070167.jpg,
8081491,KLM - Royal Dutch Airlines,Boeing 777-206/ER,Boeing 777-200/-200ER/-200LR/F (B772/B77L),Boeing 777,Boeing,PH-BQM,34712,Tokyo - Narita International (New Tokyo) (NRT / RJAA),"January 31, 2026",Toshiya Ishiguro,8081491.jpg,
8013321,KLM - Royal Dutch Airlines,Boeing 777-206/ER,Boeing 777-200/-200ER/-200LR/F (B772/B77L),Boeing 777,Boeing,PH-BQK,29399,Amsterdam - Schiphol (AMS / EHAM),"April 4, 2025",john m,8013321.jpg,
8067981,KLM - Royal Dutch Airlines,Boeing 777-206/ER,Boeing 777-200/-200ER/-200LR/F (B772/B77L),Boeing 777,Boeing,PH-BQO,35295,Amsterdam - Schiphol (AMS / EHAM),"February 27, 2023",Javier Bravo Muñoz,8067981.jpg,
8035717,KLM - Royal Dutch Airlines,Boeing 777-206/ER,Boeing 777-200/-200ER/-200LR/F (B772/B77L),Boeing 777,Boeing,PH-BQF,29398,Seoul - Incheon International (ICN / RKSI),"February 7, 2026",Delta.Oscar.Lima.Lima.Yankee,8035717.jpg,
8069775,KLM - Royal Dutch Airlines,Boeing 777-206/ER,Boeing 777-200/-200ER/-200LR/F (B772/B77L),Boeing 777,Boeing,PH-BQF,29398,New York - John F. Kennedy International (Idlewild) (JFK / KJFK),"June 4, 2021",airnovation,8069775.jpg,"Waiting for the bus after having a magnificent afternoon spotting session, well I kept clicking away a few more."
8038659,KLM - Royal Dutch Airlines,Boeing 777-206/ER,Boeing 777-200/-200ER/-200LR/F (B772/B77L),Boeing 777,Boeing,PH-BQO,35295,Bangkok - Suvarnabhumi International (BKK / VTBS),"September 21, 2025",Stefano R.,8038659.jpg,
8108559,KLM - Royal Dutch Airlines,Boeing 777-306/ER,Boeing 777-300/-300ER (B773/B77W),Boeing 777,Boeing,PH-BVR,61603,Amsterdam - Schiphol (AMS / EHAM),"April 29, 2026",Joost Alexander,8108559.jpg,KLM Royal Dutch Airlines flight KL758 from Panama City is approaching runway 06.
8058127,KLM - Royal Dutch Airlines,Boeing 777-306/ER,Boeing 777-300/-300ER (B773/B77W),Boeing 777,Boeing,PH-BVP,44555,Amsterdam - Schiphol (AMS / EHAM),"October 1, 2023",zsoltiforgacs,8058127.jpg,
8090033,KLM - Royal Dutch Airlines,Boeing 777-306/ER,Boeing 777-300/-300ER (B773/B77W),Boeing 777,Boeing,PH-BVB,36145,Amsterdam - Schiphol (AMS / EHAM),"October 1, 2023",zsoltiforgacs,8090033.jpg,
8093939,KLM - Royal Dutch Airlines,Boeing 777-306/ER,Boeing 777-300/-300ER (B773/B77W),Boeing 777,Boeing,PH-BVA,35671,Amsterdam - Schiphol (AMS / EHAM),"May 1, 2026",Stefan Sydow,8093939.jpg,
8065771,KLM - Royal Dutch Airlines,Boeing 777-306/ER,Boeing 777-300/-300ER (B773/B77W),Boeing 777,Boeing,PH-BVS,61604,Amsterdam - Schiphol (AMS / EHAM),"August 19, 2025",Akemaru,8065771.jpg,
8018299,KLM - Royal Dutch Airlines,Boeing 777-306/ER,Boeing 777-300/-300ER (B773/B77W),Boeing 777,Boeing,PH-BVK,42172,Amsterdam - Schiphol (AMS / EHAM),"February 26, 2023",Javier Bravo Muñoz,8018299.jpg,
8093827,KLM - Royal Dutch Airlines,Boeing 777-306/ER,Boeing 777-300/-300ER (B773/B77W),Boeing 777,Boeing,PH-BVA,35671,Mexico City (- Licenciado Benito Juarez International) (MEX / MMMX),"June 18, 2024",Juan Carlos Guerra - Aviation Photography of Mexico,8093827.jpg,"KLM686 departing back to Amsterdam and operated by non other than PH-BVA ""Orange Pride"". There are two 727's also visible in the background. A scene difficult to see any other day."
8092511,KLM - Royal Dutch Airlines,Boeing 777-306/ER,Boeing 777-300/-300ER (B773/B77W),Boeing 777,Boeing,PH-BVA,35671,Tokyo - Narita International (New Tokyo) (NRT / RJAA),"April 25, 2026",Ryotaro Shinozaki,8092511.jpg,
8019279,KLM - Royal Dutch Airlines,Boeing 777-306/ER,Boeing 777-300/-300ER (B773/B77W),Boeing 777,Boeing,PH-BVA,35671,Singapore - Changi (SIN / WSSS),"December 21, 2025",Andrew Hunt,8019279.jpg,
8047045,KLM - Royal Dutch Airlines,Boeing 777-306/ER,Boeing 777-300/-300ER (B773/B77W),Boeing 777,Boeing,PH-BVP,44555,Amsterdam - Schiphol (AMS / EHAM),"July 28, 2025",Bastian Ding,8047045.jpg,
8012297,KLM - Royal Dutch Airlines,Boeing 777-300/ER,Boeing 777-300/-300ER (B773/B77W),Boeing 777,Boeing,PH-BVV,66888,Amsterdam - Schiphol (AMS / EHAM),"February 27, 2023",Javier Bravo Muñoz,8012297.jpg,
8109469,KLM - Royal Dutch Airlines,Boeing 777-306/ER,Boeing 777-300/-300ER (B773/B77W),Boeing 777,Boeing,PH-BVR,61603,Amsterdam - Schiphol (AMS / EHAM),"July 28, 2025",Bastian Ding,8109469.jpg,
8085675,KLM - Royal Dutch Airlines,Boeing 777-306/ER,Boeing 777-300/-300ER (B773/B77W),Boeing 777,Boeing,PH-BVO,35946,Amsterdam - Schiphol (AMS / EHAM),"August 18, 2019",Hanson2020,8085675.jpg,
8070917,KLM - Royal Dutch Airlines,Boeing 777-306/ER,Boeing 777-300/-300ER (B773/B77W),Boeing 777,Boeing,PH-BVW,66889,Amsterdam - Schiphol (AMS / EHAM),"February 28, 2023",Javier Bravo Muñoz,8070917.jpg,
8049333,KLM - Royal Dutch Airlines,Boeing 777-306/ER,Boeing 777-300/-300ER (B773/B77W),Boeing 777,Boeing,PH-BVP,44555,Willemstad / Curacao - Hato (CUR / TNCC),"December 1, 2025",Marcin Renkiewicz,8049333.jpg,
8018487,KLM - Royal Dutch Airlines,Boeing 777-306/ER,Boeing 777-300/-300ER (B773/B77W),Boeing 777,Boeing,PH-BVI,35947,Bangkok - Suvarnabhumi International (BKK / VTBS),"October 30, 2022",Suparat Chairatprasert,8018487.jpg,
8088677,KLM - Royal Dutch Airlines,Boeing 777-300/ER,Boeing 777-300/-300ER (B773/B77W),Boeing 777,Boeing,PH-BVV,66888,Amsterdam - Schiphol (AMS / EHAM),"February 28, 2023",Javier Bravo Muñoz,8088677.jpg,
8055693,KLM - Royal Dutch Airlines,Boeing 787-10 Dreamliner,Boeing 787-10 (B78X),Boeing 787 Dreamliner,Boeing,PH-BKD,42492,Luqa - Malta International (MLA / LMML),"February 27, 2026",Gordon Zammit,8055693.jpg,
8023689,KLM - Royal Dutch Airlines,Boeing 787-10 Dreamliner,Boeing 787-10 (B78X),Boeing 787 Dreamliner,Boeing,PH-BKL,42501,Los Angeles - International (LAX / KLAX),"December 13, 2023",Jonathan Morgan,8023689.jpg,
8072475,KLM - Royal Dutch Airlines,Boeing 787-10 Dreamliner,Boeing 787-10 (B78X),Boeing 787 Dreamliner,Boeing,PH-BKR,42494,Los Angeles - International (LAX / KLAX),"January 15, 2026",Jason Whitebird,8072475.jpg,
8045449,KLM - Royal Dutch Airlines,Boeing 787-10 Dreamliner,Boeing 787-10 (B78X),Boeing 787 Dreamliner,Boeing,PH-BKF,42499,Panama City - Tocumen (General Omar Torrijos Herrera) (PTY / MPTO),"February 24, 2026",Carlos Alberto Rubio Herrera,8045449.jpg,
8024641,KLM - Royal Dutch Airlines,Boeing 787-10 Dreamliner,Boeing 787-10 (B78X),Boeing 787 Dreamliner,Boeing,PH-BKD,42492,Atlanta - Hartsfield-Jackson Int (The William B Hartsfield / Municipal / Candler Field) (ATL / KATL),"December 24, 2025",Yu Cai,8024641.jpg,KL624 (ATL-AMS) departing from RWY 27R.
8020141,KLM - Royal Dutch Airlines,Boeing 787-10 Dreamliner,Boeing 787-10 (B78X),Boeing 787 Dreamliner,Boeing,PH-BKF,42499,Willemstad / Curacao - Hato (CUR / TNCC),"January 17, 2026",Roger Cannegieter - Curacao Aviation Photography,8020141.jpg,Good timing to get both the Dutch Navy NH-90NFH Silverback and the KLM Boeing 787-10 in one photo. You can't get any more Dutch here.
8073023,KLM - Royal Dutch Airlines,Boeing 787-10 Dreamliner,Boeing 787-10 (B78X),Boeing 787 Dreamliner,Boeing,PH-BKH,42489,Amsterdam - Schiphol (AMS / EHAM),"February 28, 2025",Javier Bravo Muñoz,8073023.jpg,
8054957,KLM - Royal Dutch Airlines,Boeing 787-10 Dreamliner,Boeing 787-10 (B78X),Boeing 787 Dreamliner,Boeing,PH-BKI,42496,Atlanta - Hartsfield-Jackson Int (The William B Hartsfield / Municipal / Candler Field) (ATL / KATL),"December 31, 2025",Yu Cai,8054957.jpg,KL624 (ATL-AMS) departing from RWY 27R.
8038089,KLM - Royal Dutch Airlines,Boeing 787-10 Dreamliner,Boeing 787-10 (B78X),Boeing 787 Dreamliner,Boeing,PH-BKS,42502,Amsterdam - Schiphol (AMS / EHAM),"February 14, 2026",Joost Alexander,8038089.jpg,"On January 29, KLM took delivery of its 28th and final 787 Dreamliner, named Crocus. Flight KL569 to Kilimanjaro climbing out from runway 36C at AMS."
8070509,KLM - Royal Dutch Airlines,Boeing 787-10 Dreamliner,Boeing 787-10 (B78X),Boeing 787 Dreamliner,Boeing,PH-BKA,42485,Los Angeles - International (LAX / KLAX),"August 17, 2025",Jike Z,8070509.jpg,
8046795,KLM - Royal Dutch Airlines,Boeing 787-10 Dreamliner,Boeing 787-10 (B78X),Boeing 787 Dreamliner,Boeing,PH-BKQ,42505,Los Angeles - International (LAX / KLAX),"November 8, 2025",Oleg45470,8046795.jpg,
8066371,KLM - Royal Dutch Airlines,Boeing 787-10 Dreamliner,Boeing 787-10 (B78X),Boeing 787 Dreamliner,Boeing,PH-BKI,42496,Amsterdam - Schiphol (AMS / EHAM),"December 1, 2024",Joost Alexander,8066371.jpg,KLM Royal Dutch Airlines flight KL877 to Mumbai is pushed back from gate E8 at AMS.
8053091,KLM - Royal Dutch Airlines,Boeing 787-10 Dreamliner,Boeing 787-10 (B78X),Boeing 787 Dreamliner,Boeing,PH-BKH,42489,Amsterdam - Schiphol (AMS / EHAM),"February 27, 2023",Javier Bravo Muñoz,8053091.jpg,
8045153,KLM - Royal Dutch Airlines,Boeing 787-10 Dreamliner,Boeing 787-10 (B78X),Boeing 787 Dreamliner,Boeing,PH-BKL,42501,Amsterdam - Schiphol (AMS / EHAM),"July 28, 2025",Bastian Ding,8045153.jpg,
8067739,KLM - Royal Dutch Airlines,Boeing 787-10 Dreamliner,Boeing 787-10 (B78X),Boeing 787 Dreamliner,Boeing,PH-BKF,42499,Amsterdam - Schiphol (AMS / EHAM),"February 27, 2023",Javier Bravo Muñoz,8067739.jpg,
8090583,KLM - Royal Dutch Airlines,Boeing 787-9 Dreamliner,Boeing 787-9 (B789),Boeing 787 Dreamliner,Boeing,PH-BHO,42509,Seoul - Incheon International (ICN / RKSI),"April 24, 2026",Delta.Oscar.Lima.Lima.Yankee,8090583.jpg,
8026793,KLM - Royal Dutch Airlines,Boeing 787-9 Dreamliner,Boeing 787-9 (B789),Boeing 787 Dreamliner,Boeing,PH-BHC,38760,Seoul - Incheon International (ICN / RKSI),"January 17, 2026",Mike-Tango-Whiskey,8026793.jpg,KLM855 from Amsterdam Schiphol
8014541,KLM - Royal Dutch Airlines,Boeing 787-9 Dreamliner,Boeing 787-9 (B789),Boeing 787 Dreamliner,Boeing,PH-BHL,38775,Amsterdam - Schiphol (AMS / EHAM),"February 26, 2023",Javier Bravo Muñoz,8014541.jpg,
8020517,KLM - Royal Dutch Airlines,Boeing 787-9 Dreamliner,Boeing 787-9 (B789),Boeing 787 Dreamliner,Boeing,PH-BHE,38765,Amsterdam - Schiphol (AMS / EHAM),"May 17, 2025",Paul Buchröder,8020517.jpg,
8039949,KLM - Royal Dutch Airlines,Boeing 787-9 Dreamliner,Boeing 787-9 (B789),Boeing 787 Dreamliner,Boeing,PH-BHF,42486,Seoul - Incheon International (ICN / RKSI),"February 12, 2026",Jaemoon Choi,8039949.jpg,"KLM855(from Amsterdam, Netherlands/EHAM) landing on runway 16R"
8104463,KLM - Royal Dutch Airlines,Boeing 787-9 Dreamliner,Boeing 787-9 (B789),Boeing 787 Dreamliner,Boeing,PH-BHP,42506,Amsterdam - Schiphol (AMS / EHAM),"August 19, 2025",Akemaru,8104463.jpg,
8047363,KLM - Royal Dutch Airlines,Boeing 787-9 Dreamliner,Boeing 787-9 (B789),Boeing 787 Dreamliner,Boeing,PH-BHM,38776,Amsterdam - Schiphol (AMS / EHAM),"February 28, 2023",Javier Bravo Muñoz,8047363.jpg,
8012459,KLM - Royal Dutch Airlines,Boeing 787-9 Dreamliner,Boeing 787-9 (B789),Boeing 787 Dreamliner,Boeing,PH-BHP,42506,Kuala Lumpur - International (Sepang) (KUL / WMKK),"October 7, 2024",RuiQi Liang,8012459.jpg,
8084317,KLM - Royal Dutch Airlines,Boeing 787-9 Dreamliner,Boeing 787-9 (B789),Boeing 787 Dreamliner,Boeing,PH-BHG,38766,Hong Kong - International (Chek Lap Kok) (HKG / VHHH),"May 19, 2021",MP Aviation - AHKGAP,8084317.jpg,"First time photographing their 787s although the 772ER or 773ER would have been just as, if not more, exciting."
8050021,KLM - Royal Dutch Airlines,Boeing 787-9 Dreamliner,Boeing 787-9 (B789),Boeing 787 Dreamliner,Boeing,PH-BHO,42509,Amsterdam - Schiphol (AMS / EHAM),"October 1, 2023",zsoltiforgacs,8050021.jpg,
8068903,KLM - Royal Dutch Airlines,Boeing 787-9 Dreamliner,Boeing 787-9 (B789),Boeing 787 Dreamliner,Boeing,PH-BHH,38767,Amsterdam - Schiphol (AMS / EHAM),"March 29, 2026",Joost Alexander,8068903.jpg,KLM Royal Dutch Airlines flight KL668 from Austin arriving on runway 18R.
8043301,KLM - Royal Dutch Airlines,Boeing 787-9 Dreamliner,Boeing 787-9 (B789),Boeing 787 Dreamliner,Boeing,PH-BHC,38760,Seoul - Incheon International (ICN / RKSI),"February 19, 2026",Delta.Oscar.Lima.Lima.Yankee,8043301.jpg,
8025223,KLM - Royal Dutch Airlines,Boeing 787-9 Dreamliner,Boeing 787-9 (B789),Boeing 787 Dreamliner,Boeing,PH-BHD,38763,Mexico City (- Licenciado Benito Juarez International) (MEX / MMMX),"October 30, 2025",Juan Carlos Guerra - Aviation Photography of Mexico,8025223.jpg,No crown for this 787-9
8070539,KLM - Royal Dutch Airlines,Boeing 787-9 Dreamliner,Boeing 787-9 (B789),Boeing 787 Dreamliner,Boeing,PH-BHM,38776,Amsterdam - Schiphol (AMS / EHAM),"April 14, 2025",Kelvin Jahae,8070539.jpg,
8070525,KLM - Royal Dutch Airlines,Embraer 175STD (ERJ-170-200STD),Embraer E175 (E75S/E75L),Embraer E-Jet/E-Jet E2,Embraer,PH-EXZ,17000723,Maastricht / Aachen (- Beek / Zuid Limburg) (MST / EHBK),"March 19, 2026",Kelvin Jahae,8070525.jpg,
8028627,KLM - Royal Dutch Airlines,Embraer 175STD (ERJ-170-200STD),Embraer E175 (E75S/E75L),Embraer E-Jet/E-Jet E2,Embraer,PH-EXL,17000633,Dusseldorf - International (Rhein-Ruhr / Lohausen) (DUS / EDDL),"October 16, 2022",Adrian Leirvik Larsen,8028627.jpg,Arriving on runway 23L. [Nikon D7100 + Nikkor 70-200mm f/2.8 VRII]
8087369,KLM - Royal Dutch Airlines,Embraer 175STD (ERJ-170-200STD),Embraer E175 (E75S/E75L),Embraer E-Jet/E-Jet E2,Embraer,PH-EXJ,17000597,Ljubljana (- Brnik) (LJU / LJLJ),"April 18, 2026",Bostjan Henigaman,8087369.jpg,
8040589,KLM - Royal Dutch Airlines,Embraer 175STD (ERJ-170-200STD),Embraer E175 (E75S/E75L),Embraer E-Jet/E-Jet E2,Embraer,PH-EXX,17000711,Frankfurt am Main (Rhein-Main AB) (FRA / EDDF / FRF),"June 27, 2024",Manu Aldana,8040589.jpg,
8031749,KLM - Royal Dutch Airlines,Embraer 175STD (ERJ-170-200STD),Embraer E175 (E75S/E75L),Embraer E-Jet/E-Jet E2,Embraer,PH-EXH,17000564,Luxembourg (- Findel) (LUX / ELLX),"December 29, 2025",Helmut Schnichels,8031749.jpg,
8022847,KLM - Royal Dutch Airlines,Embraer 175STD (ERJ-170-200STD),Embraer E175 (E75S/E75L),Embraer E-Jet/E-Jet E2,Embraer,PH-EXZ,17000723,Amsterdam - Schiphol (AMS / EHAM),"November 4, 2023",Chema Gomez,8022847.jpg,Boarding one of KLM's baby E-Jets bound for LUX.
8090573,KLM - Royal Dutch Airlines,Embraer 175STD (ERJ-170-200STD),Embraer E175 (E75S/E75L),Embraer E-Jet/E-Jet E2,Embraer,PH-EXM,17000639,Frankfurt am Main (Rhein-Main AB) (FRA / EDDF / FRF),"March 10, 2026",JohnRMurdoch,8090573.jpg,KL1820 departing to Amsterdam
8070545,KLM - Royal Dutch Airlines,Embraer 175STD (ERJ-170-200STD),Embraer E175 (E75S/E75L),Embraer E-Jet/E-Jet E2,Embraer,PH-EXK,17000629,Amsterdam - Schiphol (AMS / EHAM),"April 14, 2025",Kelvin Jahae,8070545.jpg,
8011467,KLM - Royal Dutch Airlines,Embraer 175STD (ERJ-170-200STD),Embraer E175 (E75S/E75L),Embraer E-Jet/E-Jet E2,Embraer,PH-EXP,17000678,Amsterdam - Schiphol (AMS / EHAM),"February 28, 2023",Javier Bravo Muñoz,8011467.jpg,
8086105,KLM - Royal Dutch Airlines,Embraer 175STD (ERJ-170-200STD),Embraer E175 (E75S/E75L),Embraer E-Jet/E-Jet E2,Embraer,PH-EXL,17000633,Amsterdam - Schiphol (AMS / EHAM),"August 19, 2025",Akemaru,8086105.jpg,
8059617,KLM - Royal Dutch Airlines,Embraer 175STD (ERJ-170-200STD),Embraer E175 (E75S/E75L),Embraer E-Jet/E-Jet E2,Embraer,PH-EXN,17000659,Bremen (- Neuenland) (BRE / EDDW),"March 8, 2026",Andreas Fietz,8059617.jpg,
8073401,KLM - Royal Dutch Airlines,Embraer 175STD (ERJ-170-200STD),Embraer E175 (E75S/E75L),Embraer E-Jet/E-Jet E2,Embraer,PH-EXS,17000702,Amsterdam - Schiphol (AMS / EHAM),"February 28, 2023",Javier Bravo Muñoz,8073401.jpg,
8067431,KLM - Royal Dutch Airlines,Embraer 175STD (ERJ-170-200STD),Embraer E175 (E75S/E75L),Embraer E-Jet/E-Jet E2,Embraer,PH-EXT,17000707,Amsterdam - Schiphol (AMS / EHAM),"August 19, 2025",Akemaru,8067431.jpg,
8050007,KLM - Royal Dutch Airlines,Embraer 175STD (ERJ-170-200STD),Embraer E175 (E75S/E75L),Embraer E-Jet/E-Jet E2,Embraer,PH-EXT,17000707,Amsterdam - Schiphol (AMS / EHAM),"October 1, 2023",zsoltiforgacs,8050007.jpg,
8080327,KLM - Royal Dutch Airlines,Embraer 175STD (ERJ-170-200STD),Embraer E175 (E75S/E75L),Embraer E-Jet/E-Jet E2,Embraer,PH-EXK,17000629,Amsterdam - Schiphol (AMS / EHAM),"February 28, 2023",Javier Bravo Muñoz,8080327.jpg,
8016393,KLM - Royal Dutch Airlines,Embraer 190STD (ERJ-190-100STD),Embraer E190/Embraer Lineage 1000 (E190),Embraer E-Jet/E-Jet E2,Embraer,PH-EXA,19000655,Amsterdam - Schiphol (AMS / EHAM),"February 26, 2023",Javier Bravo Muñoz,8016393.jpg,"Nowadays, flying for Air France (Hop) with registration F-HBQB"
8054447,KLM - Royal Dutch Airlines,Embraer 190STD (ERJ-190-100STD),Embraer E190/Embraer Lineage 1000 (E190),Embraer E-Jet/E-Jet E2,Embraer,PH-EZH,19000319,Turin - Caselle (Sandro Pertini) (TRN / LIMF),"January 3, 2026",Mario Serrano,8054447.jpg,
8095465,KLM - Royal Dutch Airlines,Embraer 190STD (ERJ-190-100STD),Embraer E190/Embraer Lineage 1000 (E190),Embraer E-Jet/E-Jet E2,Embraer,PH-EZB,19000235,Amsterdam - Schiphol (AMS / EHAM),"April 14, 2023",john m,8095465.jpg,
8093919,KLM - Royal Dutch Airlines,Embraer 190STD (ERJ-190-100STD),Embraer E190/Embraer Lineage 1000 (E190),Embraer E-Jet/E-Jet E2,Embraer,PH-EZL,19000334,Manchester - International (Ringway) (MAN / EGCC),"April 22, 2026",Gareth harvey,8093919.jpg,[80D]
8027387,KLM - Royal Dutch Airlines,Embraer 190STD (ERJ-190-100STD),Embraer E190/Embraer Lineage 1000 (E190),Embraer E-Jet/E-Jet E2,Embraer,PH-EZM,19000338,Toulouse - Blagnac (TLS / LFBO),"April 7, 2015",Hervé Champain,8027387.jpg,[Nikon D7100 + Nikkor 70-200mm f2.8]
8048341,KLM - Royal Dutch Airlines,Embraer 190STD (ERJ-190-100STD),Embraer E190/Embraer Lineage 1000 (E190),Embraer E-Jet/E-Jet E2,Embraer,PH-EXY,19000751,Zagreb - Pleso (ZAG / LDZA),"August 27, 2024",Branko Cesljas,8048341.jpg,Departure of flight KL1968 to Amsterdam (AMS).
8025611,KLM - Royal Dutch Airlines,Embraer 190STD (ERJ-190-100STD),Embraer E190/Embraer Lineage 1000 (E190),Embraer E-Jet/E-Jet E2,Embraer,PH-EZR,19000375,Hanover (- Langenhagen) (HAJ / EDDV),"December 17, 2025",Thomas Schmidt-Blindenhöfer,8025611.jpg,
8035553,KLM - Royal Dutch Airlines,Embraer 190STD (ERJ-190-100STD),Embraer E190/Embraer Lineage 1000 (E190),Embraer E-Jet/E-Jet E2,Embraer,PH-EXF,19000690,Budapest - Ferenc Liszt (Ferihegy) (BUD / LHBP),"June 28, 2025",Ferenc Hamori,8035553.jpg,M/A4
8099169,KLM - Royal Dutch Airlines,Embraer 190STD (ERJ-190-100STD),Embraer E190/Embraer Lineage 1000 (E190),Embraer E-Jet/E-Jet E2,Embraer,PH-EZS,19000380,Amsterdam - Schiphol (AMS / EHAM),"February 28, 2023",Javier Bravo Muñoz,8099169.jpg,
8073295,KLM - Royal Dutch Airlines,Embraer 190STD (ERJ-190-100STD),Embraer E190/Embraer Lineage 1000 (E190),Embraer E-Jet/E-Jet E2,Embraer,PH-EXF,19000690,Amsterdam - Schiphol (AMS / EHAM),"February 28, 2023",Javier Bravo Muñoz,8073295.jpg,
8012685,KLM - Royal Dutch Airlines,Embraer 190STD (ERJ-190-100STD),Embraer E190/Embraer Lineage 1000 (E190),Embraer E-Jet/E-Jet E2,Embraer,PH-EXY,19000751,Bremen (- Neuenland) (BRE / EDDW),"January 10, 2026",Andreas Fietz,8012685.jpg,
8090041,KLM - Royal Dutch Airlines,Embraer 190STD (ERJ-190-100STD),Embraer E190/Embraer Lineage 1000 (E190),Embraer E-Jet/E-Jet E2,Embraer,PH-EZX,19000545,Amsterdam - Schiphol (AMS / EHAM),"October 1, 2023",zsoltiforgacs,8090041.jpg,
8063415,KLM - Royal Dutch Airlines,Embraer 190STD (ERJ-190-100STD),Embraer E190/Embraer Lineage 1000 (E190),Embraer E-Jet/E-Jet E2,Embraer,PH-EZO,19000345,Bologna - Borgo Panigale (Guglielmo Marconi) (BLQ / LIPE),"February 13, 2026",Mark McWalter,8063415.jpg,
8042503,KLM - Royal Dutch Airlines,Embraer 190STD (ERJ-190-100STD),Embraer E190/Embraer Lineage 1000 (E190),Embraer E-Jet/E-Jet E2,Embraer,PH-EZV,19000528,Geneva - International (Cointrin) (GVA / LSGG),"February 22, 2017",Osipov Dmitry,8042503.jpg,
8020489,KLM - Royal Dutch Airlines,Embraer 190STD (ERJ-190-100STD),Embraer E190/Embraer Lineage 1000 (E190),Embraer E-Jet/E-Jet E2,Embraer,PH-EZG,,Dusseldorf - International (Rhein-Ruhr / Lohausen) (DUS / EDDL),"December 31, 2025",Paul Buchröder,8020489.jpg,
8092085,KLM - Royal Dutch Airlines,Embraer 190STD (ERJ-190-100STD),Embraer E190/Embraer Lineage 1000 (E190),Embraer E-Jet/E-Jet E2,Embraer,PH-EZV,19000528,Dublin (- Collinstown) (DUB / EIDW),"October 6, 2019",hakunamatata,8092085.jpg,
